ClassName,ID,a,b,c,d,f,g,h,i,j,k
PCA5509,R6.3.0(1),PCA5509,R6.3.0(1),PCA5509,R6.3.0(1),PCA5509,R6.3.0(1),PCA5509,R6.3.0(1),PCA5509,R6.3.0(1)
PCA5511,R6.4.0(6),PCA5511,R6.4.0(6),PCA5511,R6.4.0(6),PCA5511,R6.4.0(6),PCA5511,R6.4.0(6),PCA5511,R6.4.0(6)
PCA5511,R5.6.0(1),PCA5511,R5.6.0(1),PCA5511,R5.6.0(1),PCA5511,R5.6.0(1),PCA5511,R5.6.0(1),PCA5511,R5.6.0(1)
PCA5511,R6.3.0(8),PCA5511,R6.3.0(8),PCA5511,R6.3.0(8),PCA5511,R6.3.0(8),PCA5511,R6.3.0(8),PCA5511,R6.3.0(8)
PCA5513,R6.4.0(1),PCA5513,R6.4.0(1),PCA5513,R6.4.0(1),PCA5513,R6.4.0(1),PCA5513,R6.4.0(1),PCA5513,R6.4.0(1)
PCA5513,R4.1.0(1),PCA5513,R4.1.0(1),PCA5513,R4.1.0(1),PCA5513,R4.1.0(1),PCA5513,R4.1.0(1),PCA5513,R4.1.0(1)
PCA5513,R5.9.0(1),PCA5513,R5.9.0(1),PCA5513,R5.9.0(1),PCA5513,R5.9.0(1),PCA5513,R5.9.0(1),PCA5513,R5.9.0(1)
PCA5518,R5.5.0(9),PCA5518,R5.5.0(9),PCA5518,R5.5.0(9),PCA5518,R5.5.0(9),PCA5518,R5.5.0(9),PCA5518,R5.5.0(9)
PCA5518,R6.5.0(1),PCA5518,R6.5.0(1),PCA5518,R6.5.0(1),PCA5518,R6.5.0(1),PCA5518,R6.5.0(1),PCA5518,R6.5.0(1)
PCA5518,R5.5.0(1),PCA5518,R5.5.0(1),PCA5518,R5.5.0(1),PCA5518,R5.5.0(1),PCA5518,R5.5.0(1),PCA5518,R5.5.0(1)
PCA5519,R5.6.0(1),PCA5519,R5.6.0(1),PCA5519,R5.6.0(1),PCA5519,R5.6.0(1),PCA5519,R5.6.0(1),PCA5519,R5.6.0(1)
PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3)
PCA5524,R5.7.0(1),PCA5524,R5.7.0(1),PCA5524,R5.7.0(1),PCA5524,R5.7.0(1),PCA5524,R5.7.0(1),PCA5524,R5.7.0(1)
PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3),PCA5524,R7.1.0(3)
PCA5528,R5.7.0(5),PCA5528,R5.7.0(5),PCA5528,R5.7.0(5),PCA5528,R5.7.0(5),PCA5528,R5.7.0(5),PCA5528,R5.7.0(5)
PCA5530,R7.3.0(4),PCA5530,R7.3.0(4),PCA5530,R7.3.0(4),PCA5530,R7.3.0(4),PCA5530,R7.3.0(4),PCA5530,R7.3.0(4)
PCA5530,R6.4.0(7),PCA5530,R6.4.0(7),PCA5530,R6.4.0(7),PCA5530,R6.4.0(7),PCA5530,R6.4.0(7),PCA5530,R6.4.0(7)
PCA5530,R7.1.0(3),PCA5530,R7.1.0(3),PCA5530,R7.1.0(3),PCA5530,R7.1.0(3),PCA5530,R7.1.0(3),PCA5530,R7.1.0(3)
PCA5533,R4.1.0(2),PCA5533,R4.1.0(2),PCA5533,R4.1.0(2),PCA5533,R4.1.0(2),PCA5533,R4.1.0(2),PCA5533,R4.1.0(2)
PCA5533,R6.5.0(1),PCA5533,R6.5.0(1),PCA5533,R6.5.0(1),PCA5533,R6.5.0(1),PCA5533,R6.5.0(1),PCA5533,R6.5.0(1)
PCA5533,R7.3.0(4),PCA5533,R7.3.0(4),PCA5533,R7.3.0(4),PCA5533,R7.3.0(4),PCA5533,R7.3.0(4),PCA5533,R7.3.0(4)
PCA5534,R4.1.0(1),PCA5534,R4.1.0(1),PCA5534,R4.1.0(1),PCA5534,R4.1.0(1),PCA5534,R4.1.0(1),PCA5534,R4.1.0(1)
PCA5535,R6.4.0(7),PCA5535,R6.4.0(7),PCA5535,R6.4.0(7),PCA5535,R6.4.0(7),PCA5535,R6.4.0(7),PCA5535,R6.4.0(7)
PCA5535,R5.6.0(1),PCA5535,R5.6.0(1),PCA5535,R5.6.0(1),PCA5535,R5.6.0(1),PCA5535,R5.6.0(1),PCA5535,R5.6.0(1)
PCA5535,R4.1.0(1),PCA5535,R4.1.0(1),PCA5535,R4.1.0(1),PCA5535,R4.1.0(1),PCA5535,R4.1.0(1),PCA5535,R4.1.0(1)
PCA5537,R5.6.0(8),PCA5537,R5.6.0(8),PCA5537,R5.6.0(8),PCA5537,R5.6.0(8),PCA5537,R5.6.0(8),PCA5537,R5.6.0(8)
PCA5538,R6.2.0(8),PCA5538,R6.2.0(8),PCA5538,R6.2.0(8),PCA5538,R6.2.0(8),PCA5538,R6.2.0(8),PCA5538,R6.2.0(8)
PCA5540,R4.1.0(2),PCA5540,R4.1.0(2),PCA5540,R4.1.0(2),PCA5540,R4.1.0(2),PCA5540,R4.1.0(2),PCA5540,R4.1.0(2)
PCA5542,R5.8.0(1),PCA5542,R5.8.0(1),PCA5542,R5.8.0(1),PCA5542,R5.8.0(1),PCA5542,R5.8.0(1),PCA5542,R5.8.0(1)
PCA5542,R6.1.0(1),PCA5542,R6.1.0(1),PCA5542,R6.1.0(1),PCA5542,R6.1.0(1),PCA5542,R6.1.0(1),PCA5542,R6.1.0(1)
PCA5542,R4.1.0(2),PCA5542,R4.1.0(2),PCA5542,R4.1.0(2),PCA5542,R4.1.0(2),PCA5542,R4.1.0(2),PCA5542,R4.1.0(2)
PCA5543,R6.3.0(1),PCA5543,R6.3.0(1),PCA5543,R6.3.0(1),PCA5543,R6.3.0(1),PCA5543,R6.3.0(1),PCA5543,R6.3.0(1)
PCA5543,R6.4.0(7),PCA5543,R6.4.0(7),PCA5543,R6.4.0(7),PCA5543,R6.4.0(7),PCA5543,R6.4.0(7),PCA5543,R6.4.0(7)
PCA5543,R5.7.0(5),PCA5543,R5.7.0(5),PCA5543,R5.7.0(5),PCA5543,R5.7.0(5),PCA5543,R5.7.0(5),PCA5543,R5.7.0(5)
PCA5544,R6.2.0(8),PCA5544,R6.2.0(8),PCA5544,R6.2.0(8),PCA5544,R6.2.0(8),PCA5544,R6.2.0(8),PCA5544,R6.2.0(8)
PCA5547,R5.4.4(3),PCA5547,R5.4.4(3),PCA5547,R5.4.4(3),PCA5547,R5.4.4(3),PCA5547,R5.4.4(3),PCA5547,R5.4.4(3)
PCA5550,R5.8.0(1),PCA5550,R5.8.0(1),PCA5550,R5.8.0(1),PCA5550,R5.8.0(1),PCA5550,R5.8.0(1),PCA5550,R5.8.0(1)
PCA5555,R5.5.0(1),PCA5555,R5.5.0(1),PCA5555,R5.5.0(1),PCA5555,R5.5.0(1),PCA5555,R5.5.0(1),PCA5555,R5.5.0(1)
PCA5557,R6.3.0(8),PCA5557,R6.3.0(8),PCA5557,R6.3.0(8),PCA5557,R6.3.0(8),PCA5557,R6.3.0(8),PCA5557,R6.3.0(8)
PCA5557,R5.9.0(1),PCA5557,R5.9.0(1),PCA5557,R5.9.0(1),PCA5557,R5.9.0(1),PCA5557,R5.9.0(1),PCA5557,R5.9.0(1)
PCA5557,R6.4.0(6),PCA5557,R6.4.0(6),PCA5557,R6.4.0(6),PCA5557,R6.4.0(6),PCA5557,R6.4.0(6),PCA5557,R6.4.0(6)
PCA5558,R5.8.0(1),PCA5558,R5.8.0(1),PCA5558,R5.8.0(1),PCA5558,R5.8.0(1),PCA5558,R5.8.0(1),PCA5558,R5.8.0(1)
PCA5559,R6.2.0(8),PCA5559,R6.2.0(8),PCA5559,R6.2.0(8),PCA5559,R6.2.0(8),PCA5559,R6.2.0(8),PCA5559,R6.2.0(8)
PCA5560,R5.9.0(6),PCA5560,R5.9.0(6),PCA5560,R5.9.0(6),PCA5560,R5.9.0(6),PCA5560,R5.9.0(6),PCA5560,R5.9.0(6)
PCA5562,R6.5.0(1),PCA5562,R6.5.0(1),PCA5562,R6.5.0(1),PCA5562,R6.5.0(1),PCA5562,R6.5.0(1),PCA5562,R6.5.0(1)
PCA5563,R4.1.0(2),PCA5563,R4.1.0(2),PCA5563,R4.1.0(2),PCA5563,R4.1.0(2),PCA5563,R4.1.0(2),PCA5563,R4.1.0(2)
PCA5563,R5.7.0(1),PCA5563,R5.7.0(1),PCA5563,R5.7.0(1),PCA5563,R5.7.0(1),PCA5563,R5.7.0(1),PCA5563,R5.7.0(1)
PCA5563,R5.9.0(6),PCA5563,R5.9.0(6),PCA5563,R5.9.0(6),PCA5563,R5.9.0(6),PCA5563,R5.9.0(6),PCA5563,R5.9.0(6)
PCA5566,R6.4.0(7),PCA5566,R6.4.0(7),PCA5566,R6.4.0(7),PCA5566,R6.4.0(7),PCA5566,R6.4.0(7),PCA5566,R6.4.0(7)
PCA5566,R6.5.0(1),PCA5566,R6.5.0(1),PCA5566,R6.5.0(1),PCA5566,R6.5.0(1),PCA5566,R6.5.0(1),PCA5566,R6.5.0(1)
PCA5566,R5.6.0(1),PCA5566,R5.6.0(1),PCA5566,R5.6.0(1),PCA5566,R5.6.0(1),PCA5566,R5.6.0(1),PCA5566,R5.6.0(1)
PCA5573,R5.8.0(1),PCA5573,R5.8.0(1),PCA5573,R5.8.0(1),PCA5573,R5.8.0(1),PCA5573,R5.8.0(1),PCA5573,R5.8.0(1)
PCA5574,R4.1.0(2),PCA5574,R4.1.0(2),PCA5574,R4.1.0(2),PCA5574,R4.1.0(2),PCA5574,R4.1.0(2),PCA5574,R4.1.0(2)
PCA5574,R5.1.0(1),PCA5574,R5.1.0(1),PCA5574,R5.1.0(1),PCA5574,R5.1.0(1),PCA5574,R5.1.0(1),PCA5574,R5.1.0(1)
PCA5574,R5.4.4(3),PCA5574,R5.4.4(3),PCA5574,R5.4.4(3),PCA5574,R5.4.4(3),PCA5574,R5.4.4(3),PCA5574,R5.4.4(3)
PCA5576,R5.9.0(1),PCA5576,R5.9.0(1),PCA5576,R5.9.0(1),PCA5576,R5.9.0(1),PCA5576,R5.9.0(1),PCA5576,R5.9.0(1)
PCA5580,R7.1.0(3),PCA5580,R7.1.0(3),PCA5580,R7.1.0(3),PCA5580,R7.1.0(3),PCA5580,R7.1.0(3),PCA5580,R7.1.0(3)
PCA5582,R7.1.0(3),PCA5582,R7.1.0(3),PCA5582,R7.1.0(3),PCA5582,R7.1.0(3),PCA5582,R7.1.0(3),PCA5582,R7.1.0(3)
PCA5583,R5.4.4(3),PCA5583,R5.4.4(3),PCA5583,R5.4.4(3),PCA5583,R5.4.4(3),PCA5583,R5.4.4(3),PCA5583,R5.4.4(3)
PCA5584,R7.1.0(3),PCA5584,R7.1.0(3),PCA5584,R7.1.0(3),PCA5584,R7.1.0(3),PCA5584,R7.1.0(3),PCA5584,R7.1.0(3)
PCA5585,R5.9.0(1),PCA5585,R5.9.0(1),PCA5585,R5.9.0(1),PCA5585,R5.9.0(1),PCA5585,R5.9.0(1),PCA5585,R5.9.0(1)
PCA5592,R7.3.0(4),PCA5592,R7.3.0(4),PCA5592,R7.3.0(4),PCA5592,R7.3.0(4),PCA5592,R7.3.0(4),PCA5592,R7.3.0(4)
PCA5595,R6.4.0(6),PCA5595,R6.4.0(6),PCA5595,R6.4.0(6),PCA5595,R6.4.0(6),PCA5595,R6.4.0(6),PCA5595,R6.4.0(6)
PCA5598,R6.4.0(6),PCA5598,R6.4.0(6),PCA5598,R6.4.0(6),PCA5598,R6.4.0(6),PCA5598,R6.4.0(6),PCA5598,R6.4.0(6)
PCA5598,R6.3.0(9),PCA5598,R6.3.0(9),PCA5598,R6.3.0(9),PCA5598,R6.3.0(9),PCA5598,R6.3.0(9),PCA5598,R6.3.0(9)
PCA5598,R5.9.0(1),PCA5598,R5.9.0(1),PCA5598,R5.9.0(1),PCA5598,R5.9.0(1),PCA5598,R5.9.0(1),PCA5598,R5.9.0(1)
PCA5599,R6.3.0(8),PCA5599,R6.3.0(8),PCA5599,R6.3.0(8),PCA5599,R6.3.0(8),PCA5599,R6.3.0(8),PCA5599,R6.3.0(8)
PCA5599,R6.4.0(1),PCA5599,R6.4.0(1),PCA5599,R6.4.0(1),PCA5599,R6.4.0(1),PCA5599,R6.4.0(1),PCA5599,R6.4.0(1)
PCA5599,R5.7.0(1),PCA5599,R5.7.0(1),PCA5599,R5.7.0(1),PCA5599,R5.7.0(1),PCA5599,R5.7.0(1),PCA5599,R5.7.0(1)
PCA5603,R6.5.0(1),PCA5603,R6.5.0(1),PCA5603,R6.5.0(1),PCA5603,R6.5.0(1),PCA5603,R6.5.0(1),PCA5603,R6.5.0(1)
PCA5603,R5.7.0(5),PCA5603,R5.7.0(5),PCA5603,R5.7.0(5),PCA5603,R5.7.0(5),PCA5603,R5.7.0(5),PCA5603,R5.7.0(5)
PCA5603,R5.9.0(1),PCA5603,R5.9.0(1),PCA5603,R5.9.0(1),PCA5603,R5.9.0(1),PCA5603,R5.9.0(1),PCA5603,R5.9.0(1)
PCA5604,R5.7.0(5),PCA5604,R5.7.0(5),PCA5604,R5.7.0(5),PCA5604,R5.7.0(5),PCA5604,R5.7.0(5),PCA5604,R5.7.0(5)
PCA5604,R5.6.0(1),PCA5604,R5.6.0(1),PCA5604,R5.6.0(1),PCA5604,R5.6.0(1),PCA5604,R5.6.0(1),PCA5604,R5.6.0(1)
PCA5604,R6.2.0(1),PCA5604,R6.2.0(1),PCA5604,R6.2.0(1),PCA5604,R6.2.0(1),PCA5604,R6.2.0(1),PCA5604,R6.2.0(1)
PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9)
PCA5605,R5.7.0(1),PCA5605,R5.7.0(1),PCA5605,R5.7.0(1),PCA5605,R5.7.0(1),PCA5605,R5.7.0(1),PCA5605,R5.7.0(1)
PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9),PCA5605,R5.8.0(9)
PCA5608,R5.9.0(6),PCA5608,R5.9.0(6),PCA5608,R5.9.0(6),PCA5608,R5.9.0(6),PCA5608,R5.9.0(6),PCA5608,R5.9.0(6)
PCA5609,R5.6.0(1),PCA5609,R5.6.0(1),PCA5609,R5.6.0(1),PCA5609,R5.6.0(1),PCA5609,R5.6.0(1),PCA5609,R5.6.0(1)
PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9)
PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9),PCA5614,R5.5.0(9)
PCA5614,R5.8.0(9),PCA5614,R5.8.0(9),PCA5614,R5.8.0(9),PCA5614,R5.8.0(9),PCA5614,R5.8.0(9),PCA5614,R5.8.0(9)
PCA5616,R6.3.0(1),PCA5616,R6.3.0(1),PCA5616,R6.3.0(1),PCA5616,R6.3.0(1),PCA5616,R6.3.0(1),PCA5616,R6.3.0(1)
PCA5617,R6.5.0(1),PCA5617,R6.5.0(1),PCA5617,R6.5.0(1),PCA5617,R6.5.0(1),PCA5617,R6.5.0(1),PCA5617,R6.5.0(1)
PCA5621,R6.3.0(9),PCA5621,R6.3.0(9),PCA5621,R6.3.0(9),PCA5621,R6.3.0(9),PCA5621,R6.3.0(9),PCA5621,R6.3.0(9)
PCA5624,R5.9.0(6),PCA5624,R5.9.0(6),PCA5624,R5.9.0(6),PCA5624,R5.9.0(6),PCA5624,R5.9.0(6),PCA5624,R5.9.0(6)
PCA5624,R6.2.0(1),PCA5624,R6.2.0(1),PCA5624,R6.2.0(1),PCA5624,R6.2.0(1),PCA5624,R6.2.0(1),PCA5624,R6.2.0(1)
PCA5624,R5.6.0(8),PCA5624,R5.6.0(8),PCA5624,R5.6.0(8),PCA5624,R5.6.0(8),PCA5624,R5.6.0(8),PCA5624,R5.6.0(8)
PCA5625,R5.5.0(1),PCA5625,R5.5.0(1),PCA5625,R5.5.0(1),PCA5625,R5.5.0(1),PCA5625,R5.5.0(1),PCA5625,R5.5.0(1)
PCA5626,R5.6.0(1),PCA5626,R5.6.0(1),PCA5626,R5.6.0(1),PCA5626,R5.6.0(1),PCA5626,R5.6.0(1),PCA5626,R5.6.0(1)
PCA5626,R5.9.0(6),PCA5626,R5.9.0(6),PCA5626,R5.9.0(6),PCA5626,R5.9.0(6),PCA5626,R5.9.0(6),PCA5626,R5.9.0(6)
PCA5626,R5.8.0(9),PCA5626,R5.8.0(9),PCA5626,R5.8.0(9),PCA5626,R5.8.0(9),PCA5626,R5.8.0(9),PCA5626,R5.8.0(9)
PCA5627,R5.9.0(1),PCA5627,R5.9.0(1),PCA5627,R5.9.0(1),PCA5627,R5.9.0(1),PCA5627,R5.9.0(1),PCA5627,R5.9.0(1)
PCA5628,R5.5.0(1),PCA5628,R5.5.0(1),PCA5628,R5.5.0(1),PCA5628,R5.5.0(1),PCA5628,R5.5.0(1),PCA5628,R5.5.0(1)
PCA5628,R5.1.0(1),PCA5628,R5.1.0(1),PCA5628,R5.1.0(1),PCA5628,R5.1.0(1),PCA5628,R5.1.0(1),PCA5628,R5.1.0(1)
PCA5628,R6.2.0(8),PCA5628,R6.2.0(8),PCA5628,R6.2.0(8),PCA5628,R6.2.0(8),PCA5628,R6.2.0(8),PCA5628,R6.2.0(8)
PCA5631,R5.9.0(6),PCA5631,R5.9.0(6),PCA5631,R5.9.0(6),PCA5631,R5.9.0(6),PCA5631,R5.9.0(6),PCA5631,R5.9.0(6)
PCA5631,R6.3.0(8),PCA5631,R6.3.0(8),PCA5631,R6.3.0(8),PCA5631,R6.3.0(8),PCA5631,R6.3.0(8),PCA5631,R6.3.0(8)
PCA5631,R5.6.0(8),PCA5631,R5.6.0(8),PCA5631,R5.6.0(8),PCA5631,R5.6.0(8),PCA5631,R5.6.0(8),PCA5631,R5.6.0(8)
PCA5633,R5.9.0(6),PCA5633,R5.9.0(6),PCA5633,R5.9.0(6),PCA5633,R5.9.0(6),PCA5633,R5.9.0(6),PCA5633,R5.9.0(6)
PCA5634,R5.5.0(1),PCA5634,R5.5.0(1),PCA5634,R5.5.0(1),PCA5634,R5.5.0(1),PCA5634,R5.5.0(1),PCA5634,R5.5.0(1)
PCA5636,R6.2.0(8),PCA5636,R6.2.0(8),PCA5636,R6.2.0(8),PCA5636,R6.2.0(8),PCA5636,R6.2.0(8),PCA5636,R6.2.0(8)
PCA5636,R7.3.0(4),PCA5636,R7.3.0(4),PCA5636,R7.3.0(4),PCA5636,R7.3.0(4),PCA5636,R7.3.0(4),PCA5636,R7.3.0(4)
PCA5636,R6.4.0(6),PCA5636,R6.4.0(6),PCA5636,R6.4.0(6),PCA5636,R6.4.0(6),PCA5636,R6.4.0(6),PCA5636,R6.4.0(6)
PCA5639,R5.7.0(5),PCA5639,R5.7.0(5),PCA5639,R5.7.0(5),PCA5639,R5.7.0(5),PCA5639,R5.7.0(5),PCA5639,R5.7.0(5)
PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9)
PCA5641,R5.9.0(1),PCA5641,R5.9.0(1),PCA5641,R5.9.0(1),PCA5641,R5.9.0(1),PCA5641,R5.9.0(1),PCA5641,R5.9.0(1)
PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9),PCA5641,R5.8.0(9)
PCA5646,R5.1.0(1),PCA5646,R5.1.0(1),PCA5646,R5.1.0(1),PCA5646,R5.1.0(1),PCA5646,R5.1.0(1),PCA5646,R5.1.0(1)
PCA5651,R5.7.0(1),PCA5651,R5.7.0(1),PCA5651,R5.7.0(1),PCA5651,R5.7.0(1),PCA5651,R5.7.0(1),PCA5651,R5.7.0(1)
PCA5651,R6.1.0(1),PCA5651,R6.1.0(1),PCA5651,R6.1.0(1),PCA5651,R6.1.0(1),PCA5651,R6.1.0(1),PCA5651,R6.1.0(1)
PCA5651,R6.3.0(8),PCA5651,R6.3.0(8),PCA5651,R6.3.0(8),PCA5651,R6.3.0(8),PCA5651,R6.3.0(8),PCA5651,R6.3.0(8)
PCA5653,R5.1.0(1),PCA5653,R5.1.0(1),PCA5653,R5.1.0(1),PCA5653,R5.1.0(1),PCA5653,R5.1.0(1),PCA5653,R5.1.0(1)
PCA5653,R7.3.0(4),PCA5653,R7.3.0(4),PCA5653,R7.3.0(4),PCA5653,R7.3.0(4),PCA5653,R7.3.0(4),PCA5653,R7.3.0(4)
PCA5653,R6.3.0(8),PCA5653,R6.3.0(8),PCA5653,R6.3.0(8),PCA5653,R6.3.0(8),PCA5653,R6.3.0(8),PCA5653,R6.3.0(8)
PCA5654,R6.4.0(7),PCA5654,R6.4.0(7),PCA5654,R6.4.0(7),PCA5654,R6.4.0(7),PCA5654,R6.4.0(7),PCA5654,R6.4.0(7)
PCA5654,R4.1.0(1),PCA5654,R4.1.0(1),PCA5654,R4.1.0(1),PCA5654,R4.1.0(1),PCA5654,R4.1.0(1),PCA5654,R4.1.0(1)
PCA5654,R6.1.0(1),PCA5654,R6.1.0(1),PCA5654,R6.1.0(1),PCA5654,R6.1.0(1),PCA5654,R6.1.0(1),PCA5654,R6.1.0(1)
PCA5655,R4.1.0(2),PCA5655,R4.1.0(2),PCA5655,R4.1.0(2),PCA5655,R4.1.0(2),PCA5655,R4.1.0(2),PCA5655,R4.1.0(2)
PCA5659,R7.1.0(3),PCA5659,R7.1.0(3),PCA5659,R7.1.0(3),PCA5659,R7.1.0(3),PCA5659,R7.1.0(3),PCA5659,R7.1.0(3)
PCA5661,R7.3.0(4),PCA5661,R7.3.0(4),PCA5661,R7.3.0(4),PCA5661,R7.3.0(4),PCA5661,R7.3.0(4),PCA5661,R7.3.0(4)
PCA5666,R6.5.0(1),PCA5666,R6.5.0(1),PCA5666,R6.5.0(1),PCA5666,R6.5.0(1),PCA5666,R6.5.0(1),PCA5666,R6.5.0(1)
PCA5666,R5.8.0(9),PCA5666,R5.8.0(9),PCA5666,R5.8.0(9),PCA5666,R5.8.0(9),PCA5666,R5.8.0(9),PCA5666,R5.8.0(9)
PCA5666,R5.6.0(1),PCA5666,R5.6.0(1),PCA5666,R5.6.0(1),PCA5666,R5.6.0(1),PCA5666,R5.6.0(1),PCA5666,R5.6.0(1)
PCA5668,R5.6.0(1),PCA5668,R5.6.0(1),PCA5668,R5.6.0(1),PCA5668,R5.6.0(1),PCA5668,R5.6.0(1),PCA5668,R5.6.0(1)
PCA5668,R6.5.0(1),PCA5668,R6.5.0(1),PCA5668,R6.5.0(1),PCA5668,R6.5.0(1),PCA5668,R6.5.0(1),PCA5668,R6.5.0(1)
PCA5668,R6.4.0(7),PCA5668,R6.4.0(7),PCA5668,R6.4.0(7),PCA5668,R6.4.0(7),PCA5668,R6.4.0(7),PCA5668,R6.4.0(7)
PCA5670,R5.5.0(9),PCA5670,R5.5.0(9),PCA5670,R5.5.0(9),PCA5670,R5.5.0(9),PCA5670,R5.5.0(9),PCA5670,R5.5.0(9)
PCA5670,R5.8.0(1),PCA5670,R5.8.0(1),PCA5670,R5.8.0(1),PCA5670,R5.8.0(1),PCA5670,R5.8.0(1),PCA5670,R5.8.0(1)
PCA5670,R6.3.0(8),PCA5670,R6.3.0(8),PCA5670,R6.3.0(8),PCA5670,R6.3.0(8),PCA5670,R6.3.0(8),PCA5670,R6.3.0(8)
PCA5671,R5.1.0(1),PCA5671,R5.1.0(1),PCA5671,R5.1.0(1),PCA5671,R5.1.0(1),PCA5671,R5.1.0(1),PCA5671,R5.1.0(1)
PCA5673,R5.6.0(8),PCA5673,R5.6.0(8),PCA5673,R5.6.0(8),PCA5673,R5.6.0(8),PCA5673,R5.6.0(8),PCA5673,R5.6.0(8)
PCA5675,R6.4.0(1),PCA5675,R6.4.0(1),PCA5675,R6.4.0(1),PCA5675,R6.4.0(1),PCA5675,R6.4.0(1),PCA5675,R6.4.0(1)
PCA5675,R5.7.0(1),PCA5675,R5.7.0(1),PCA5675,R5.7.0(1),PCA5675,R5.7.0(1),PCA5675,R5.7.0(1),PCA5675,R5.7.0(1)
PCA5675,R5.8.0(9),PCA5675,R5.8.0(9),PCA5675,R5.8.0(9),PCA5675,R5.8.0(9),PCA5675,R5.8.0(9),PCA5675,R5.8.0(9)
PCA5677,R5.6.0(8),PCA5677,R5.6.0(8),PCA5677,R5.6.0(8),PCA5677,R5.6.0(8),PCA5677,R5.6.0(8),PCA5677,R5.6.0(8)
PCA5678,R6.3.0(1),PCA5678,R6.3.0(1),PCA5678,R6.3.0(1),PCA5678,R6.3.0(1),PCA5678,R6.3.0(1),PCA5678,R6.3.0(1)
PCA5684,R6.2.0(1),PCA5684,R6.2.0(1),PCA5684,R6.2.0(1),PCA5684,R6.2.0(1),PCA5684,R6.2.0(1),PCA5684,R6.2.0(1)
PCA5684,R5.7.0(5),PCA5684,R5.7.0(5),PCA5684,R5.7.0(5),PCA5684,R5.7.0(5),PCA5684,R5.7.0(5),PCA5684,R5.7.0(5)
PCA5684,R5.1.0(1),PCA5684,R5.1.0(1),PCA5684,R5.1.0(1),PCA5684,R5.1.0(1),PCA5684,R5.1.0(1),PCA5684,R5.1.0(1)
PCA5687,R5.5.0(9),PCA5687,R5.5.0(9),PCA5687,R5.5.0(9),PCA5687,R5.5.0(9),PCA5687,R5.5.0(9),PCA5687,R5.5.0(9)
PCA5688,R5.7.0(1),PCA5688,R5.7.0(1),PCA5688,R5.7.0(1),PCA5688,R5.7.0(1),PCA5688,R5.7.0(1),PCA5688,R5.7.0(1)
PCA5691,R6.2.0(8),PCA5691,R6.2.0(8),PCA5691,R6.2.0(8),PCA5691,R6.2.0(8),PCA5691,R6.2.0(8),PCA5691,R6.2.0(8)
PCA5696,R6.3.0(8),PCA5696,R6.3.0(8),PCA5696,R6.3.0(8),PCA5696,R6.3.0(8),PCA5696,R6.3.0(8),PCA5696,R6.3.0(8)
PCA5696,R5.7.0(5),PCA5696,R5.7.0(5),PCA5696,R5.7.0(5),PCA5696,R5.7.0(5),PCA5696,R5.7.0(5),PCA5696,R5.7.0(5)
PCA5696,R5.1.0(1),PCA5696,R5.1.0(1),PCA5696,R5.1.0(1),PCA5696,R5.1.0(1),PCA5696,R5.1.0(1),PCA5696,R5.1.0(1)
PCA5698,R4.1.0(1),PCA5698,R4.1.0(1),PCA5698,R4.1.0(1),PCA5698,R4.1.0(1),PCA5698,R4.1.0(1),PCA5698,R4.1.0(1)
PCA5698,R7.3.0(4),PCA5698,R7.3.0(4),PCA5698,R7.3.0(4),PCA5698,R7.3.0(4),PCA5698,R7.3.0(4),PCA5698,R7.3.0(4)
PCA5698,R4.1.0(2),PCA5698,R4.1.0(2),PCA5698,R4.1.0(2),PCA5698,R4.1.0(2),PCA5698,R4.1.0(2),PCA5698,R4.1.0(2)
PCA5701,R5.9.0(1),PCA5701,R5.9.0(1),PCA5701,R5.9.0(1),PCA5701,R5.9.0(1),PCA5701,R5.9.0(1),PCA5701,R5.9.0(1)
PCA5706,R5.8.0(9),PCA5706,R5.8.0(9),PCA5706,R5.8.0(9),PCA5706,R5.8.0(9),PCA5706,R5.8.0(9),PCA5706,R5.8.0(9)
PCA5706,R5.1.0(1),PCA5706,R5.1.0(1),PCA5706,R5.1.0(1),PCA5706,R5.1.0(1),PCA5706,R5.1.0(1),PCA5706,R5.1.0(1)
