clsid,clsdesc,CLSAUTHOR,clsstartdate,clsversion,clsclasses
clsid3967,Codes for child support services,Caleb6,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ColumnFamilySplit.java
clsid3968,Codes related to other Child Care services,Caleb45,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ConfigHelper.java
clsid3969,Codes for child support services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlBulkOutputFormat.java
clsid3970,Used for the majority of grant programs processed in CORe,Caleb7,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlBulkRecordWriter.java
clsid3971,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb38,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlConfigHelper.java
clsid3972,Codes related to other Child Care services,Caleb1,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlInputFormat.java
clsid3973,Codes related to County and Tribe Child Care services,Caleb2,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlOutputFormat.java
clsid3974,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlRecordReader.java
clsid3975,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb20,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlRecordWriter.java
clsid3976,Codes related to County and Tribe Child Care services,Caleb2,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\LimitedLocalNodeFirstLocalBalancingPolicy.java
clsid3977,Codes for Juvenile Justice (Youth Aids) services,Caleb1,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\HadoopCompat.java
clsid3978,Codes related to other Child Care services,Caleb2,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\pig\CassandraStorage.java
clsid3979,Used for the majority of grant programs processed in CORe,Caleb2,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\pig\CqlNativeStorage.java
clsid3980,Codes related to other Child Care services,Caleb2,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\pig\StorageHelper.java
clsid3981,Codes related to other Child Care services,Caleb32,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ReporterWrapper.java
clsid3982,Codes related to other Child Care services,Caleb1,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\BufferType.java
clsid3983,Used for the majority of grant programs processed in CORe,Caleb2,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressedRandomAccessReader.java
clsid3984,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressedSequentialWriter.java
clsid3985,Used for the majority of grant programs processed in CORe,Caleb33,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressedThrottledReader.java
clsid3986,Codes for child support services,Caleb2,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressionMetadata.java
clsid3987,Codes for child support services,Caleb1,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressionParameters.java
clsid3988,Codes related to other Child Care services,Caleb6,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CorruptBlockException.java
clsid3989,Codes related to State County Contract  for Human or Social  Services contracts,Caleb33,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\DeflateCompressor.java
clsid3990,Codes related to County and Tribe Child Care services,Caleb2,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\ICompressor.java
clsid3991,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\LZ4Compressor.java
clsid3992,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\SnappyCompressor.java
clsid3993,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\FSError.java
clsid3994,Codes related to County and Tribe Child Care services,Caleb1,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\FSReadError.java
clsid3995,Codes for Juvenile Justice (Youth Aids) services,Caleb33,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\FSWriteError.java
clsid3996,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\ISerializer.java
clsid3997,Codes related to County and Tribe Child Care services,Caleb2,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\ISSTableSerializer.java
clsid3998,Codes related to other Child Care services,Caleb1,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\IVersionedSerializer.java
clsid3999,Codes for Juvenile Justice (Youth Aids) services,Caleb2,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\AbstractSSTableSimpleWriter.java
clsid4000,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\BloomFilterTracker.java
clsid4001,Codes for child support services,Caleb2,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ColumnNameHelper.java
clsid4002,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ColumnStats.java
clsid4003,Codes related to State County Contract  for Human or Social  Services contracts,Caleb3,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Component.java
clsid4004,Codes related to other Child Care services,Caleb1,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\CorruptSSTableException.java
clsid4005,Codes for Juvenile Justice (Youth Aids) services,Caleb33,2/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\CQLSSTableWriter.java
clsid4006,Codes for child support services,Caleb1,1/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Descriptor.java
clsid4007,Codes for child support services,Caleb1,12/7/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Downsampling.java
clsid4008,Codes related to other Child Care services,Caleb1,11/7/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\BigFormat.java
clsid4009,Used for the majority of grant programs processed in CORe,Caleb1,10/8/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\BigTableReader.java
clsid4010,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,9/8/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\BigTableScanner.java
clsid4011,Codes related to County and Tribe Child Care services,Caleb28,6/4/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\BigTableWriter.java
clsid4012,Codes related to County and Tribe Child Care services,Caleb2,5/5/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\IndexedSliceReader.java
clsid4013,Used for the majority of grant programs processed in CORe,Caleb30,4/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\SimpleSliceReader.java
clsid4014,Codes related to State County Contract  for Human or Social  Services contracts,Caleb13,3/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\SSTableNamesIterator.java
clsid4015,Codes related to other Child Care services,Caleb2,2/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\SSTableSliceIterator.java
clsid4016,Codes for Juvenile Justice (Youth Aids) services,Caleb44,1/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\SSTableFormat.java
clsid4017,Codes related to other Child Care services,Caleb11,12/7/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\SSTableReader.java
clsid4018,Codes related to other Child Care services,Caleb2,11/7/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\SSTableWriter.java
clsid4019,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,10/8/2015,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\Version.java
clsid4020,Codes related to other Child Care services,Caleb15,9/8/2015,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexHelper.java
clsid4021,Codes for child support services,Caleb25,6/4/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexSummary.java
clsid4022,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,5/5/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexSummaryBuilder.java
clsid4023,Codes for Juvenile Justice (Youth Aids) services,Caleb28,4/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexSummaryManager.java
clsid4024,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,3/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\IndexSummaryManagerMBean.java
clsid4025,Codes related to other Child Care services,Caleb1,2/5/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ISSTableScanner.java
clsid4026,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,1/6/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\KeyIterator.java
clsid4027,Codes for Juvenile Justice (Youth Aids) services,Caleb2,12/7/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\CompactionMetadata.java
clsid4028,Used for the majority of grant programs processed in CORe,Caleb1,11/7/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\IMetadataComponentSerializer.java
clsid4029,Codes for Juvenile Justice (Youth Aids) services,Caleb2,10/8/2015,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\IMetadataSerializer.java
clsid4030,Codes related to County and Tribe Child Care services,Caleb33,9/8/2015,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\LegacyMetadataSerializer.java
clsid4031,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb6,6/4/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataCollector.java
clsid4032,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,5/5/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataComponent.java
clsid4033,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,4/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataSerializer.java
clsid4034,Codes for child support services,Caleb1,3/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\MetadataType.java
clsid4035,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,2/5/2016,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\StatsMetadata.java
clsid4036,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,1/6/2016,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\metadata\ValidationMetadata.java
clsid4037,Used for the majority of grant programs processed in CORe,Caleb2,12/7/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\ReducingKeyIterator.java
clsid4038,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb22,11/7/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTable.java
clsid4039,Codes for Juvenile Justice (Youth Aids) services,Caleb2,10/8/2015,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableDeletingTask.java
clsid4040,Codes related to other Child Care services,Caleb1,9/8/2015,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableIdentityIterator.java
clsid4041,Codes for Juvenile Justice (Youth Aids) services,Caleb1,6/4/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableLoader.java
clsid4042,Codes related to State County Contract  for Human or Social  Services contracts,Caleb4,5/5/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableRewriter.java
clsid4043,Used for the majority of grant programs processed in CORe,Caleb13,4/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableSimpleUnsortedWriter.java
clsid4044,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb2,3/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\SSTableSimpleWriter.java
clsid4045,Codes for child support services,Caleb46,2/5/2016,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\AbstractDataInput.java
clsid4046,Used for the majority of grant programs processed in CORe,Caleb2,1/6/2016,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\BufferedDataOutputStreamPlus.java
clsid4047,Codes related to other Child Care services,Caleb2,12/7/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\BufferedPoolingSegmentedFile.java
clsid4048,Codes for Juvenile Justice (Youth Aids) services,Caleb2,11/7/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\BufferedSegmentedFile.java
clsid4049,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,10/8/2015,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ByteBufferDataInput.java
clsid4050,Codes related to State County Contract  for Human or Social  Services contracts,Caleb1,9/8/2015,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ChannelProxy.java
clsid4051,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,6/4/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ChecksummedSequentialWriter.java
clsid4052,Codes for child support services,Caleb1,5/5/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\CompressedPoolingSegmentedFile.java
clsid4053,Codes for child support services,Caleb18,4/5/2016,V8.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\CompressedSegmentedFile.java
clsid4054,Codes related to other Child Care services,Caleb21,3/6/2016,V9.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataIntegrityMetadata.java
clsid4055,Used for the majority of grant programs processed in CORe,Caleb1,2/5/2016,V10.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataOutputBuffer.java
clsid4056,Codes related to other Child Care services,Caleb1,1/6/2016,V11.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataOutputBufferFixed.java
clsid4057,Codes used by county agencies for reporting Shared Cost and AMSO for cost allocation by random moment sampling.,Caleb1,12/7/2015,V0.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataOutputPlus.java
clsid4058,Codes related to State County Contract  for Human or Social  Services contracts,Caleb2,11/7/2015,V1.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DataOutputStreamPlus.java
clsid4059,Used for the majority of grant programs processed in CORe,Caleb1,10/8/2015,V2.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\DiskAwareRunnable.java
clsid4060,Codes for child support services,Caleb2,9/8/2015,V3.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\FastByteArrayInputStream.java
clsid4061,Codes related to other Child Care services,Caleb49,6/4/2016,V4.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\FileDataInput.java
clsid4062,Codes related to County and Tribe Child Care services,Caleb1,5/5/2016,V5.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\FileMark.java
clsid4063,Codes for child support services,Caleb2,4/5/2016,V6.2,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\FileUtils.java
clsid4064,Codes for Juvenile Justice (Youth Aids) services,Caleb1,3/6/2016,V7.3,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\ICompressedFile.java
