"CLASSNAME","DESCRIPTION","CREATEDBY","CREATEDON","VERSION","CLASSES"
"PCA1222","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-31","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\Schema.java"
"PCA1223","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-31","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\TriggerDefinition.java"
"PCA1224","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-31","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\UTMetaData.java"
"PCA1225"," ","Caleb","2016-03-31","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\YamlConfigurationLoader.java"
"PCA1226","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-31","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\AbstractMarker.java"
"PCA1227","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-31","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\AssignmentTestable.java"
"PCA1228","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-31","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Attributes.java"
"PCA1229","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-31","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\BatchQueryOptions.java"
"PCA1230"," ","Caleb","2016-03-31","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CFName.java"
"PCA1231","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-31","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ColumnCondition.java"
"PCA1232","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-31","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ColumnIdentifier.java"
"PCA1233","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-31","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ColumnSpecification.java"
"PCA1234","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-30","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Constants.java"
"PCA1235"," ","Alex","2016-03-30","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CQL3Row.java"
"PCA1236","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-30","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CQL3Type.java"
"PCA1237","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-30","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CQLStatement.java"
"PCA1238","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-30","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CustomPayloadMirroringQueryHandler.java"
"PCA1239","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-30","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ErrorCollector.java"
"PCA1240"," ","Alex","2016-03-30","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ErrorListener.java"
"PCA1241","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-30","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AbstractFunction.java"
"PCA1242","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-30","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AggregateFcts.java"
"PCA1243","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-30","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AggregateFunction.java"
"PCA1244","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-30","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\BytesConversionFcts.java"
"PCA1245"," ","Caleb","2016-03-30","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FromJsonFct.java"
"PCA1246","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-29","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\Function.java"
"PCA1247","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-29","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FunctionCall.java"
"PCA1248","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-29","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\FunctionName.java"
"PCA1249","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-29","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\Functions.java"
"PCA1250"," ","Caleb","2016-03-29","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\JavaSourceUDFFactory.java"
"PCA1251","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-29","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeAggregateFunction.java"
"PCA1252","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-29","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeFunction.java"
"PCA1253","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-29","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeScalarFunction.java"
"PCA1254","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-29","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ScalarFunction.java"
"PCA1255"," ","Alex","2016-03-29","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ScriptBasedUDF.java"
"PCA1256","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-29","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\TimeFcts.java"
"PCA1257","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-29","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\ToJsonFct.java"
"PCA1258","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-28","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\TokenFct.java"
"PCA1259","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-28","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDAggregate.java"
"PCA1260"," ","Alex","2016-03-28","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDFunction.java"
"PCA1261","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-28","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UDHelper.java"
"PCA1262","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-28","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UuidFcts.java"
"PCA1263","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-28","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\IndexName.java"
"PCA1264","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-28","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Json.java"
"PCA1265"," ","Caleb","2016-03-28","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\KeyspaceElementName.java"
"PCA1266","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-28","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Lists.java"
"PCA1267","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-28","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Maps.java"
"PCA1268","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-28","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\MultiColumnRelation.java"
"PCA1269","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-28","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Operation.java"
"PCA1270"," ","Caleb","2016-03-27","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Operator.java"
"PCA1271","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-27","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryHandler.java"
"PCA1272","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-27","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryOptions.java"
"PCA1273","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-27","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\QueryProcessor.java"
"PCA1274","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-27","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Relation.java"
"PCA1275"," ","Alex","2016-03-27","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractPrimaryKeyRestrictions.java"
"PCA1276","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-27","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractRestriction.java"
"PCA1277","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-27","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ForwardingPrimaryKeyRestrictions.java"
"PCA1278","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-27","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\MultiColumnRestriction.java"
"PCA1279","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-27","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictions.java"
"PCA1280"," ","Alex","2016-03-27","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictionSet.java"
"PCA1281","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-27","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restriction.java"
"PCA1282","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-26","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restrictions.java"
"PCA1283","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-26","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\RestrictionSet.java"
"PCA1284","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-26","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ReversedPrimaryKeyRestrictions.java"
"PCA1285"," ","Caleb","2016-03-26","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java"
"PCA1286","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-26","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\StatementRestrictions.java"
"PCA1287","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-26","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TermSlice.java"
"PCA1288","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2016-03-26","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenFilter.java"
"PCA1289","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-26","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenRestriction.java"
"PCA1290"," ","Caleb","2016-03-26","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ResultSet.java"
"PCA1291","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-26","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\RoleName.java"
"PCA1292","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2016-03-26","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AbstractFunctionSelector.java"
"PCA1293","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-26","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AggregateFunctionSelector.java"
"PCA1294","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2016-03-25","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\FieldSelector.java"
"PCA1295"," ","Alex","2016-03-25","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\RawSelector.java"
"PCA1296","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2016-03-25","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\ScalarFunctionSelector.java"
"PCA1297","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2016-03-25","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selectable.java"
"PCA1298","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2016-03-25","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selection.java"
"PCA1299","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2016-03-25","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumnMapping.java"
"PCA1300"," ","Alex","2016-03-25","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumns.java"
"PCA1301","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2016-03-25","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selector.java"
