"SUBCOMPONENTID","CLASSNAME"
"SCP5261","PCA1140"
"SCP5261","PCA3833"
"SCP5262","PCA2600"
"SCP5262","PCA2246"
"SCP5262","PCA8007"
"SCP5263","PCA48"
"SCP5263","PCA3028"
"SCP5263","PCA4695"
"SCP5264","PCA48"
"SCP5266","PCA7876"
"SCP5266","PCA4785"
"SCP5266","PCA794"
"SCP5268","PCA34"
"SCP5269","PCA2783"
"SCP5269","PCA5300"
"SCP5269","PCA9134"
"SCP5270","PCA48"
"SCP5273","PCA53"
"SCP5274","PCA34"
"SCP5277","PCA4045"
"SCP5277","PCA5758"
"SCP5277","PCA56"
"SCP5278","PCA2207"
"SCP5278","PCA2270"
"SCP5278","PCA6942"
"SCP5283","PCA49"
"SCP5284","PCA2157"
"SCP5284","PCA1326"
"SCP5284","PCA605"
"SCP5285","PCA25"
"SCP5292","PCA1810"
"SCP5292","PCA9910"
"SCP5292","PCA8694"
"SCP5297","PCA4277"
"SCP5297","PCA8215"
"SCP5297","PCA6791"
"SCP5298","PCA8357"
"SCP5298","PCA6925"
"SCP5298","PCA2708"
"SCP5305","PCA2842"
"SCP5305","PCA6268"
"SCP5305","PCA1591"
"SCP5308","PCA36"
"SCP5309","PCA1736"
"SCP5309","PCA7212"
"SCP5309","PCA8383"
"SCP5312","PCA31"
"SCP5315","PCA69"
"SCP5316","PCA33"
"SCP5317","PCA48"
"SCP5318","PCA9212"
"SCP5318","PCA4253"
"SCP5318","PCA8816"
"SCP5319","PCA3823"
"SCP5319","PCA7714"
"SCP5319","PCA488"
"SCP5321","PCA8872"
"SCP5321","PCA9909"
"SCP5321","PCA7243"
"SCP5324","PCA32"
"SCP5325","PCA720"
"SCP5325","PCA9114"
"SCP5325","PCA96"
"SCP5326","PCA7494"
"SCP5326","PCA6012"
"SCP5326","PCA9280"
"SCP5327","PCA9305"
"SCP5327","PCA6674"
"SCP5327","PCA5651"
"SCP5328","PCA9353"
"SCP5328","PCA2529"
"SCP5328","PCA7326"
"SCP5330","PCA316"
"SCP5330","PCA9750"
"SCP5330","PCA6143"
"SCP5332","PCA48"
"SCP5333","PCA10"
"SCP5335","PCA35"
"SCP5337","PCA32"
"SCP5340","PCA2400"
"SCP5340","PCA4449"
"SCP5340","PCA6937"
"SCP5341","PCA3977"
"SCP5341","PCA7049"
"SCP5341","PCA4054"
"SCP5348","PCA59"
"SCP5349","PCA1339"
"SCP5349","PCA2503"
"SCP5349","PCA9848"
"SCP5354","PCA3160"
"SCP5354","PCA144"
"SCP5354","PCA1477"
"SCP5356","PCA48"
"SCP5359","PCA25"
"SCP5360","PCA2020"
"SCP5360","PCA5730"
"SCP5360","PCA3454"
"SCP5362","PCA36"
"SCP5363","PCA26"
"SCP5367","PCA9280"
"SCP5367","PCA5030"
"SCP5367","PCA6334"
"SCP5371","PCA2420"
"SCP5371","PCA91"
"SCP5371","PCA6712"
"SCP5373","PCA52"
"SCP5374","PCA4896"
"SCP5374","PCA6880"
"SCP5374","PCA9928"
"SCP5379","PCA68"
"SCP5382","PCA1064"
"SCP5382","PCA2345"
"SCP5382","PCA1143"
"SCP5386","PCA8447"
"SCP5386","PCA5848"
"SCP5386","PCA7908"
"SCP5387","PCA20"
"SCP5389","PCA22"
"SCP5390","PCA43"
"SCP5392","PCA6974"
"SCP5392","PCA6547"
"SCP5392","PCA7600"
"SCP5394","PCA30"
"SCP5395","PCA1"
"SCP5396","PCA9829"
"SCP5396","PCA1839"
"SCP5396","PCA5892"
"SCP5397","PCA9"
"SCP5400","PCA67"
"SCP5401","PCA4652"
"SCP5401","PCA5783"
"SCP5401","PCA3681"
"SCP5405","PCA35"
"SCP5407","PCA6984"
"SCP5407","PCA6989"
"SCP5407","PCA9113"
"SCP5408","PCA53"
"SCP5412","PCA70"
"SCP5414","PCA673"
"SCP5414","PCA7317"
"SCP5414","PCA4777"
"SCP5415","PCA29"
"SCP5416","PCA63"
"SCP5419","PCA3"
"SCP5420","PCA5"
"SCP5422","PCA8567"
"SCP5422","PCA9367"
"SCP5422","PCA949"
"SCP5424","PCA33"
"SCP5429","PCA17"
"SCP5430","PCA39"
"SCP5431","PCA3161"
"SCP5431","PCA1346"
"SCP5431","PCA3419"
"SCP5433","PCA8629"
"SCP5433","PCA4065"
"SCP5433","PCA747"
"SCP5436","PCA9361"
"SCP5436","PCA8263"
"SCP5436","PCA3240"
"SCP5437","PCA8283"
"SCP5437","PCA9534"
"SCP5437","PCA3891"
"SCP5438","PCA27"
"SCP5442","PCA68"
"SCP5443","PCA7424"
"SCP5443","PCA3600"
"SCP5443","PCA7119"
"SCP5445","PCA32"
"SCP5449","PCA2887"
"SCP5449","PCA1293"
"SCP5449","PCA5086"
"SCP5453","PCA3534"
"SCP5453","PCA4307"
"SCP5453","PCA6878"
"SCP5454","PCA4723"
"SCP5454","PCA5404"
"SCP5454","PCA3325"
"SCP5455","PCA20"
"SCP5456","PCA27"
"SCP5458","PCA56"
"SCP5460","PCA15"
"SCP5463","PCA1"
"SCP5466","PCA5119"
"SCP5466","PCA4921"
"SCP5466","PCA1488"
"SCP5468","PCA4965"
"SCP5468","PCA5280"
"SCP5468","PCA6203"
"SCP5471","PCA62"
"SCP5472","PCA23"
"SCP5474","PCA9"
"SCP5477","PCA1243"
"SCP5477","PCA992"
"SCP5477","PCA7609"
"SCP5479","PCA4233"
"SCP5479","PCA3157"
"SCP5479","PCA576"
"SCP5481","PCA51"
"SCP5483","PCA10"
"SCP5488","PCA6118"
"SCP5488","PCA5450"
"SCP5488","PCA9789"
"SCP5489","PCA9"
"SCP5491","PCA43"
"SCP5492","PCA33"
"SCP5493","PCA4987"
"SCP5493","PCA2452"
"SCP5493","PCA4596"
"SCP5494","PCA835"
"SCP5494","PCA8393"
"SCP5494","PCA4991"
"SCP5498","PCA32"
"SCP5499","PCA50"
"SCP5500","PCA2481"
"SCP5500","PCA4045"
"SCP5500","PCA4049"
"SCP5501","PCA58"
"SCP5502","PCA6282"
"SCP5502","PCA3880"
"SCP5502","PCA1020"
"SCP5506","PCA31"
"SCP5509","PCA8852"
"SCP5509","PCA6642"
"SCP5509","PCA5540"
"SCP5510","PCA4031"
"SCP5510","PCA89"
"SCP5510","PCA7130"
"SCP5511","PCA24"
"SCP5513","PCA8232"
"SCP5513","PCA8509"
"SCP5513","PCA9998"
"SCP5516","PCA4821"
"SCP5516","PCA4937"
"SCP5516","PCA4881"
"SCP5518","PCA5402"
"SCP5518","PCA9551"
"SCP5518","PCA3190"
"SCP5519","PCA7503"
"SCP5519","PCA1200"
"SCP5519","PCA1374"
"SCP5521","PCA53"
"SCP5524","PCA147"
"SCP5524","PCA2726"
"SCP5524","PCA9674"
"SCP5528","PCA2299"
"SCP5528","PCA945"
"SCP5528","PCA2582"
"SCP5535","PCA13"
"SCP5538","PCA6155"
"SCP5538","PCA9256"
"SCP5538","PCA1887"
"SCP5539","PCA6364"
"SCP5539","PCA9821"
"SCP5539","PCA6930"
"SCP5540","PCA8713"
"SCP5540","PCA1640"
"SCP5540","PCA1913"
"SCP5542","PCA42"
"SCP5547","PCA37"
"SCP5551","PCA16"
"SCP5553","PCA52"
"SCP5554","PCA23"
"SCP5557","PCA9538"
"SCP5557","PCA8063"
"SCP5557","PCA1326"
"SCP5559","PCA4359"
"SCP5559","PCA8866"
"SCP5559","PCA3277"
"SCP5560","PCA44"
"SCP5561","PCA53"
"SCP5565","PCA20"
"SCP5566","PCA44"
"SCP5569","PCA56"
"SCP5570","PCA8556"
"SCP5570","PCA6210"
"SCP5570","PCA5045"
"SCP5572","PCA39"
"SCP5581","PCA4"
"SCP5586","PCA9441"
"SCP5586","PCA8068"
"SCP5586","PCA8122"
"SCP5587","PCA1962"
"SCP5587","PCA4470"
"SCP5587","PCA4319"
"SCP5588","PCA63"
"SCP5589","PCA21"
"SCP5591","PCA54"
"SCP5592","PCA20"
"SCP5593","PCA6718"
"SCP5593","PCA3483"
"SCP5593","PCA4027"
"SCP5594","PCA20"
"SCP5600","PCA5015"
"SCP5600","PCA5236"
"SCP5600","PCA1551"
"SCP5601","PCA1"
"SCP5610","PCA6"
"SCP5616","PCA26"
"SCP5617","PCA20"
"SCP5621","PCA5351"
"SCP5621","PCA8310"
"SCP5621","PCA1738"
"SCP5624","PCA34"
"SCP5626","PCA2981"
"SCP5626","PCA1364"
"SCP5626","PCA978"
"SCP5628","PCA61"
"SCP5629","PCA50"
"SCP5633","PCA19"
"SCP5635","PCA3438"
"SCP5635","PCA8177"
"SCP5635","PCA8849"
"SCP5638","PCA300"
"SCP5638","PCA1752"
"SCP5638","PCA5449"
"SCP5639","PCA23"
"SCP5645","PCA2428"
"SCP5645","PCA3747"
"SCP5645","PCA7664"
"SCP5648","PCA25"
"SCP5651","PCA62"
"SCP5657","PCA40"
"SCP5661","PCA51"
"SCP5664","PCA422"
"SCP5664","PCA523"
"SCP5664","PCA9199"
"SCP5676","PCA53"
"SCP5677","PCA9130"
"SCP5677","PCA9020"
"SCP5677","PCA687"
"SCP5682","PCA5048"
"SCP5682","PCA7430"
"SCP5682","PCA3535"
"SCP5683","PCA70"
"SCP5684","PCA835"
"SCP5684","PCA9298"
"SCP5684","PCA1016"
"SCP5686","PCA54"
"SCP5690","PCA109"
"SCP5690","PCA138"
"SCP5690","PCA2920"
"SCP5694","PCA21"
"SCP5695","PCA17"
"SCP5698","PCA6520"
"SCP5698","PCA7570"
"SCP5698","PCA8804"
"SCP5699","PCA59"
"SCP5703","PCA5806"
"SCP5703","PCA7684"
"SCP5703","PCA623"
"SCP5709","PCA27"
"SCP5712","PCA56"
"SCP5715","PCA6308"
"SCP5715","PCA5107"
"SCP5715","PCA909"
"SCP5716","PCA51"
"SCP5720","PCA5027"
"SCP5720","PCA4044"
"SCP5720","PCA4073"
"SCP5722","PCA30"
"SCP5724","PCA1665"
"SCP5724","PCA3724"
"SCP5724","PCA2727"
"SCP5726","PCA41"
"SCP5727","PCA5727"
"SCP5727","PCA1491"
"SCP5727","PCA701"
"SCP5730","PCA43"
"SCP5733","PCA2395"
"SCP5733","PCA1441"
"SCP5733","PCA1026"
"SCP5734","PCA29"
"SCP5735","PCA43"
"SCP5739","PCA8528"
"SCP5739","PCA3918"
"SCP5739","PCA7809"
"SCP5740","PCA8006"
"SCP5740","PCA5056"
"SCP5740","PCA6466"
"SCP5741","PCA7"
"SCP5745","PCA7337"
"SCP5745","PCA6926"
"SCP5745","PCA9475"
"SCP5749","PCA25"
"SCP5750","PCA5178"
"SCP5750","PCA5864"
"SCP5750","PCA2394"
"SCP5751","PCA66"
"SCP5753","PCA50"
"SCP5754","PCA65"
"SCP5758","PCA8"
"SCP5759","PCA5082"
"SCP5759","PCA6354"
"SCP5759","PCA8356"
"SCP5760","PCA1391"
"SCP5760","PCA2300"
"SCP5760","PCA9865"
"SCP5761","PCA40"
"SCP5762","PCA70"
"SCP5763","PCA23"
"SCP5770","PCA4420"
"SCP5770","PCA2000"
"SCP5770","PCA4460"
"SCP5775","PCA2596"
"SCP5775","PCA7511"
"SCP5775","PCA4196"
"SCP5776","PCA67"
"SCP5777","PCA7"
"SCP5778","PCA123"
"SCP5778","PCA5390"
"SCP5778","PCA688"
"SCP5779","PCA66"
"SCP5780","PCA270"
"SCP5780","PCA5887"
"SCP5780","PCA8608"
"SCP5781","PCA5084"
"SCP5781","PCA4617"
"SCP5781","PCA6893"
"SCP5782","PCA51"
"SCP5784","PCA19"
"SCP5785","PCA9500"
"SCP5785","PCA1967"
"SCP5785","PCA3964"
"SCP5788","PCA1444"
"SCP5788","PCA3652"
"SCP5788","PCA9242"
"SCP5790","PCA69"
"SCP5791","PCA2180"
"SCP5791","PCA6975"
"SCP5791","PCA5859"
"SCP5792","PCA4589"
"SCP5792","PCA9985"
"SCP5792","PCA1601"
"SCP5796","PCA43"
"SCP5798","PCA8877"
"SCP5798","PCA5890"
"SCP5798","PCA4321"
"SCP5799","PCA70"
"SCP5800","PCA4"
"SCP5803","PCA68"
"SCP5804","PCA124"
"SCP5804","PCA1700"
"SCP5804","PCA1009"
"SCP5805","PCA1380"
"SCP5805","PCA1280"
"SCP5805","PCA1527"
"SCP5810","PCA9214"
"SCP5810","PCA1489"
"SCP5810","PCA5574"
"SCP5811","PCA35"
"SCP5816","PCA64"
"SCP5817","PCA6"
"SCP5821","PCA34"
"SCP5822","PCA5030"
"SCP5822","PCA8485"
"SCP5822","PCA7129"
"SCP5826","PCA9276"
"SCP5826","PCA8325"
"SCP5826","PCA2589"
"SCP5828","PCA5"
"SCP5832","PCA22"
"SCP5834","PCA4737"
"SCP5834","PCA1270"
"SCP5834","PCA3057"
"SCP5839","PCA3226"
"SCP5839","PCA5698"
"SCP5839","PCA1643"
"SCP5844","PCA5826"
"SCP5844","PCA1129"
"SCP5844","PCA2060"
"SCP5847","PCA45"
"SCP5849","PCA7015"
"SCP5849","PCA5522"
"SCP5849","PCA5588"
"SCP5853","PCA883"
"SCP5853","PCA5"
"SCP5853","PCA2617"
"SCP5859","PCA44"
"SCP5860","PCA5310"
"SCP5860","PCA4138"
"SCP5860","PCA5316"
"SCP5865","PCA9397"
"SCP5865","PCA964"
"SCP5865","PCA5610"
"SCP5866","PCA44"
"SCP5867","PCA9893"
"SCP5867","PCA1734"
"SCP5867","PCA2332"
"SCP5872","PCA47"
"SCP5873","PCA4929"
"SCP5873","PCA9477"
"SCP5873","PCA8560"
"SCP5875","PCA47"
"SCP5877","PCA36"
"SCP5878","PCA7"
"SCP5881","PCA50"
"SCP5888","PCA9196"
"SCP5888","PCA4521"
"SCP5888","PCA6353"
"SCP5889","PCA20"
"SCP5891","PCA46"
"SCP5892","PCA6044"
"SCP5892","PCA9974"
"SCP5892","PCA7140"
"SCP5893","PCA66"
"SCP5895","PCA7364"
"SCP5895","PCA4988"
"SCP5895","PCA2374"
"SCP5897","PCA8801"
"SCP5897","PCA3077"
"SCP5897","PCA3914"
"SCP5901","PCA2039"
"SCP5901","PCA3402"
"SCP5901","PCA3148"
"SCP5905","PCA5859"
"SCP5905","PCA1865"
"SCP5905","PCA7940"
"SCP5906","PCA8533"
"SCP5906","PCA191"
"SCP5906","PCA2452"
"SCP5907","PCA649"
"SCP5907","PCA3354"
"SCP5907","PCA7921"
"SCP5909","PCA44"
"SCP5911","PCA30"
"SCP5913","PCA6042"
"SCP5913","PCA3107"
"SCP5913","PCA8551"
"SCP5915","PCA1078"
"SCP5915","PCA2303"
"SCP5915","PCA2238"
"SCP5918","PCA9545"
"SCP5918","PCA3245"
"SCP5918","PCA1195"
"SCP5919","PCA33"
"SCP5922","PCA20"
"SCP5923","PCA3808"
"SCP5923","PCA2429"
"SCP5923","PCA2748"
"SCP5924","PCA36"
"SCP5926","PCA34"
"SCP5928","PCA26"
"SCP5930","PCA26"
"SCP5931","PCA10"
"SCP5932","PCA5159"
"SCP5932","PCA9723"
"SCP5932","PCA394"
"SCP5934","PCA5448"
"SCP5934","PCA4013"
"SCP5934","PCA7093"
"SCP5936","PCA293"
"SCP5936","PCA7677"
"SCP5936","PCA7452"
"SCP5937","PCA42"
"SCP5939","PCA6397"
"SCP5939","PCA7321"
"SCP5939","PCA8298"
"SCP5940","PCA2954"
"SCP5940","PCA3467"
"SCP5940","PCA9108"
"SCP5941","PCA8772"
"SCP5941","PCA2594"
"SCP5941","PCA5704"
"SCP5942","PCA5"
"SCP5943","PCA66"
"SCP5944","PCA17"
"SCP5946","PCA2745"
"SCP5946","PCA7840"
"SCP5946","PCA8323"
"SCP5950","PCA7986"
"SCP5950","PCA9725"
"SCP5950","PCA9806"
"SCP5951","PCA44"
"SCP5952","PCA59"
"SCP5953","PCA2726"
"SCP5953","PCA5137"
"SCP5953","PCA2905"
"SCP5955","PCA39"
"SCP5956","PCA9"
"SCP5957","PCA8223"
"SCP5957","PCA9191"
"SCP5957","PCA7664"
"SCP5959","PCA21"
"SCP5962","PCA3381"
"SCP5962","PCA2361"
"SCP5962","PCA558"
"SCP5966","PCA70"
"SCP5967","PCA7200"
"SCP5967","PCA412"
"SCP5967","PCA2864"
"SCP5970","PCA49"
"SCP5972","PCA7"
"SCP5973","PCA9"
"SCP5974","PCA6816"
"SCP5974","PCA5681"
"SCP5974","PCA1554"
"SCP5975","PCA8719"
"SCP5975","PCA7562"
"SCP5975","PCA9650"
"SCP5977","PCA69"
"SCP5981","PCA24"
"SCP5984","PCA2341"
"SCP5984","PCA5393"
"SCP5984","PCA2076"
"SCP5987","PCA57"
"SCP5990","PCA1360"
"SCP5990","PCA6436"
"SCP5990","PCA2103"
"SCP5991","PCA50"
"SCP5993","PCA1736"
"SCP5993","PCA3205"
"SCP5993","PCA2835"
"SCP5996","PCA9533"
"SCP5996","PCA4937"
"SCP5996","PCA4589"
"SCP5998","PCA7757"
"SCP5998","PCA1821"
"SCP5998","PCA985"
"SCP5999","PCA32"
"SCP6002","PCA58"
"SCP6004","PCA65"
"SCP6006","PCA7096"
"SCP6006","PCA5805"
"SCP6006","PCA7699"
"SCP6008","PCA4"
"SCP6009","PCA27"
"SCP6011","PCA9531"
"SCP6011","PCA5950"
"SCP6011","PCA7710"
"SCP6015","PCA25"
"SCP6016","PCA3"
"SCP6020","PCA34"
"SCP6021","PCA44"
"SCP6026","PCA1862"
"SCP6026","PCA4682"
"SCP6026","PCA198"
"SCP6028","PCA4762"
"SCP6028","PCA1681"
"SCP6028","PCA2730"
"SCP6031","PCA59"
"SCP6032","PCA5"
"SCP6036","PCA5004"
"SCP6036","PCA5014"
"SCP6036","PCA4886"
"SCP6037","PCA47"
"SCP6039","PCA22"
"SCP6041","PCA1781"
"SCP6041","PCA7172"
"SCP6041","PCA1902"
"SCP6043","PCA9"
"SCP6044","PCA8681"
"SCP6044","PCA8538"
"SCP6044","PCA3048"
"SCP6045","PCA32"
"SCP6046","PCA62"
"SCP6049","PCA4488"
"SCP6049","PCA5451"
"SCP6049","PCA8952"
"SCP6050","PCA7928"
"SCP6050","PCA1735"
"SCP6050","PCA2858"
"SCP6051","PCA2292"
"SCP6051","PCA7769"
"SCP6051","PCA972"
"SCP6052","PCA47"
"SCP6055","PCA3718"
"SCP6055","PCA5445"
"SCP6055","PCA1239"
"SCP6060","PCA47"
"SCP6061","PCA5"
"SCP6063","PCA57"
"SCP6067","PCA5843"
"SCP6067","PCA9322"
"SCP6067","PCA6994"
"SCP6068","PCA5"
"SCP6069","PCA267"
"SCP6069","PCA912"
"SCP6069","PCA3689"
"SCP6073","PCA3"
"SCP6076","PCA42"
"SCP6079","PCA45"
"SCP6080","PCA93"
"SCP6080","PCA2352"
"SCP6080","PCA7546"
"SCP6085","PCA13"
"SCP6088","PCA67"
"SCP6089","PCA9258"
"SCP6089","PCA9099"
"SCP6089","PCA5888"
"SCP6090","PCA881"
"SCP6090","PCA5487"
"SCP6090","PCA6233"
"SCP6091","PCA7"
"SCP6093","PCA40"
"SCP6097","PCA2090"
"SCP6097","PCA446"
"SCP6097","PCA3489"
"SCP6104","PCA1502"
"SCP6104","PCA9838"
"SCP6104","PCA3943"
"SCP6110","PCA8741"
"SCP6110","PCA3646"
"SCP6110","PCA1517"
"SCP6112","PCA2"
"SCP6114","PCA3544"
"SCP6114","PCA4138"
"SCP6114","PCA2516"
"SCP6115","PCA4657"
"SCP6115","PCA1129"
"SCP6115","PCA7264"
"SCP6118","PCA8"
"SCP6119","PCA1716"
"SCP6119","PCA8161"
"SCP6119","PCA1561"
"SCP6121","PCA55"
"SCP6122","PCA8241"
"SCP6122","PCA3881"
"SCP6122","PCA6159"
"SCP6124","PCA14"
"SCP6126","PCA17"
"SCP6127","PCA8549"
"SCP6127","PCA9175"
"SCP6127","PCA4011"
"SCP6128","PCA11"
"SCP6131","PCA2870"
"SCP6131","PCA7907"
"SCP6131","PCA1148"
"SCP6135","PCA162"
"SCP6135","PCA1829"
"SCP6135","PCA350"
"SCP6137","PCA10"
"SCP6143","PCA24"
"SCP6145","PCA25"
"SCP6149","PCA3782"
"SCP6149","PCA2025"
"SCP6149","PCA9663"
"SCP6152","PCA8577"
"SCP6152","PCA2225"
"SCP6152","PCA4809"
"SCP6153","PCA9011"
"SCP6153","PCA9739"
"SCP6153","PCA1783"
"SCP6162","PCA9517"
"SCP6162","PCA9869"
"SCP6162","PCA323"
"SCP6166","PCA1720"
"SCP6166","PCA5527"
"SCP6166","PCA98"
"SCP6169","PCA4055"
"SCP6169","PCA5147"
"SCP6169","PCA1617"
"SCP6170","PCA32"
"SCP6171","PCA40"
"SCP6172","PCA8476"
"SCP6172","PCA8443"
"SCP6172","PCA4688"
"SCP6175","PCA6"
"SCP6176","PCA11"
"SCP6177","PCA53"
"SCP6178","PCA2547"
"SCP6178","PCA6257"
"SCP6178","PCA5661"
"SCP6180","PCA60"
"SCP6192","PCA43"
"SCP6196","PCA13"
"SCP6197","PCA60"
"SCP6205","PCA4472"
"SCP6205","PCA1708"
"SCP6205","PCA1833"
"SCP6206","PCA26"
"SCP6207","PCA4540"
"SCP6207","PCA483"
"SCP6207","PCA5852"
"SCP6208","PCA19"
"SCP6209","PCA61"
"SCP6211","PCA9787"
"SCP6211","PCA7634"
"SCP6211","PCA1839"
"SCP6212","PCA3788"
"SCP6212","PCA9045"
"SCP6212","PCA4929"
"SCP6213","PCA744"
"SCP6213","PCA284"
"SCP6213","PCA4163"
"SCP6214","PCA65"
"SCP6217","PCA2989"
"SCP6217","PCA9579"
"SCP6217","PCA5519"
"SCP6219","PCA6292"
"SCP6219","PCA1567"
"SCP6219","PCA729"
"SCP6220","PCA2247"
"SCP6220","PCA7347"
"SCP6220","PCA2791"
"SCP6222","PCA3895"
"SCP6222","PCA8321"
"SCP6222","PCA5985"
"SCP6224","PCA9620"
"SCP6224","PCA2659"
"SCP6224","PCA9991"
"SCP6226","PCA59"
"SCP6232","PCA18"
"SCP6234","PCA9225"
"SCP6234","PCA6561"
"SCP6234","PCA2157"
"SCP6236","PCA4997"
"SCP6236","PCA1122"
"SCP6236","PCA4732"
"SCP6242","PCA3"
"SCP6244","PCA6030"
"SCP6244","PCA2232"
"SCP6244","PCA9818"
"SCP6246","PCA6899"
"SCP6246","PCA6123"
"SCP6246","PCA9402"
"SCP6247","PCA3545"
"SCP6247","PCA7018"
"SCP6247","PCA2727"
"SCP6249","PCA3568"
"SCP6249","PCA1436"
"SCP6249","PCA7278"
"SCP6250","PCA7356"
"SCP6250","PCA4273"
"SCP6250","PCA3457"
"SCP6251","PCA5792"
"SCP6251","PCA7316"
"SCP6251","PCA4051"
"SCP6257","PCA9728"
"SCP6257","PCA9267"
"SCP6257","PCA5176"
"SCP6260","PCA5197"
"SCP6260","PCA1034"
"SCP6260","PCA4684"
"SCP6264","PCA5540"
"SCP6264","PCA3447"
"SCP6264","PCA7910"
"SCP6265","PCA62"
"SCP6269","PCA4879"
"SCP6269","PCA6815"
"SCP6269","PCA9794"
"SCP6270","PCA16"
"SCP6271","PCA9678"
"SCP6271","PCA8773"
"SCP6271","PCA4913"
"SCP6273","PCA45"
"SCP6274","PCA67"
"SCP6278","PCA2838"
"SCP6278","PCA3778"
"SCP6278","PCA4491"
"SCP6279","PCA6642"
"SCP6279","PCA4427"
"SCP6279","PCA3907"
"SCP6281","PCA70"
"SCP6283","PCA22"
"SCP6288","PCA55"
"SCP6290","PCA64"
"SCP6292","PCA8368"
"SCP6292","PCA5566"
"SCP6292","PCA8393"
"SCP6299","PCA68"
"SCP6300","PCA12"
"SCP6301","PCA18"
"SCP6302","PCA7568"
"SCP6302","PCA6387"
"SCP6302","PCA9376"
"SCP6306","PCA44"
"SCP6307","PCA11"
"SCP6308","PCA5"
"SCP6310","PCA5845"
"SCP6310","PCA5323"
"SCP6310","PCA5959"
"SCP6311","PCA10"
"SCP6312","PCA27"
"SCP6315","PCA50"
"SCP6318","PCA4"
"SCP6322","PCA55"
"SCP6327","PCA44"
"SCP6330","PCA5169"
"SCP6330","PCA5772"
"SCP6330","PCA9103"
"SCP6339","PCA4373"
"SCP6339","PCA4268"
"SCP6339","PCA7629"
"SCP6340","PCA51"
"SCP6342","PCA3234"
"SCP6342","PCA3299"
"SCP6342","PCA7608"
"SCP6345","PCA47"
"SCP6346","PCA48"
"SCP6350","PCA3814"
"SCP6350","PCA8996"
"SCP6350","PCA621"
"SCP6352","PCA6897"
"SCP6352","PCA7629"
"SCP6352","PCA6071"
"SCP6353","PCA14"
"SCP6355","PCA28"
"SCP6358","PCA2359"
"SCP6358","PCA2856"
"SCP6358","PCA1575"
"SCP6361","PCA6433"
"SCP6361","PCA6798"
"SCP6361","PCA7223"
"SCP6362","PCA7236"
"SCP6362","PCA907"
"SCP6362","PCA4096"
"SCP6365","PCA5603"
"SCP6365","PCA5988"
"SCP6365","PCA490"
"SCP6368","PCA3432"
"SCP6368","PCA4779"
"SCP6368","PCA9477"
"SCP6371","PCA58"
"SCP6372","PCA7747"
"SCP6372","PCA6520"
"SCP6372","PCA3986"
"SCP6373","PCA51"
"SCP6377","PCA6142"
"SCP6377","PCA850"
"SCP6377","PCA1929"
"SCP6379","PCA62"
"SCP6385","PCA2053"
"SCP6385","PCA7730"
"SCP6385","PCA4751"
"SCP6386","PCA51"
"SCP6390","PCA50"
"SCP6392","PCA1170"
"SCP6392","PCA1363"
"SCP6392","PCA4842"
"SCP6394","PCA4090"
"SCP6394","PCA7823"
"SCP6394","PCA2602"
"SCP6397","PCA7535"
"SCP6397","PCA1425"
"SCP6397","PCA5985"
"SCP6399","PCA5"
"SCP6407","PCA68"
"SCP6409","PCA4420"
"SCP6409","PCA3533"
"SCP6409","PCA3691"
"SCP6410","PCA20"
"SCP6411","PCA1280"
"SCP6411","PCA7935"
"SCP6411","PCA2740"
"SCP6413","PCA7549"
"SCP6413","PCA5449"
"SCP6413","PCA4830"
"SCP6414","PCA5646"
"SCP6414","PCA2997"
"SCP6414","PCA4541"
"SCP6416","PCA5"
"SCP6418","PCA5103"
"SCP6418","PCA1538"
"SCP6418","PCA1059"
"SCP6422","PCA9"
"SCP6423","PCA15"
"SCP6424","PCA5874"
"SCP6424","PCA288"
"SCP6424","PCA4595"
"SCP6426","PCA47"
"SCP6428","PCA7714"
"SCP6428","PCA5133"
"SCP6428","PCA8382"
"SCP6429","PCA2643"
"SCP6429","PCA7887"
"SCP6429","PCA8716"
"SCP6434","PCA2188"
"SCP6434","PCA3122"
"SCP6434","PCA943"
"SCP6435","PCA2"
"SCP6438","PCA49"
"SCP6440","PCA2957"
"SCP6440","PCA4997"
"SCP6440","PCA1360"
"SCP6447","PCA84"
"SCP6447","PCA9605"
"SCP6447","PCA5957"
"SCP6448","PCA1"
"SCP6451","PCA3958"
"SCP6451","PCA2877"
"SCP6451","PCA6694"
"SCP6452","PCA6352"
"SCP6452","PCA3897"
"SCP6452","PCA4187"
"SCP6456","PCA47"
"SCP6459","PCA3694"
"SCP6459","PCA982"
"SCP6459","PCA2855"
"SCP6460","PCA243"
"SCP6460","PCA6918"
"SCP6460","PCA8514"
"SCP6462","PCA50"
"SCP6463","PCA2738"
"SCP6463","PCA6026"
"SCP6463","PCA373"
"SCP6464","PCA15"
"SCP6466","PCA8620"
"SCP6466","PCA5220"
"SCP6466","PCA5435"
"SCP6467","PCA25"
"SCP6472","PCA5"
"SCP6473","PCA70"
"SCP6476","PCA2368"
"SCP6476","PCA7968"
"SCP6476","PCA9660"
"SCP6477","PCA690"
"SCP6477","PCA538"
"SCP6477","PCA7815"
"SCP6478","PCA32"
"SCP6479","PCA3307"
"SCP6479","PCA9947"
"SCP6479","PCA8957"
"SCP6481","PCA1572"
"SCP6481","PCA7145"
"SCP6481","PCA9696"
"SCP6482","PCA16"
"SCP6485","PCA3"
"SCP6485","PCA4240"
"SCP6485","PCA2305"
"SCP6486","PCA8493"
"SCP6486","PCA1936"
