"GOALID","USECASEID"
"G10","UC9016"
"G48","UC9017"
"G62","UC9017"
"G41","UC9017"
"G43","UC9018"
"G24","UC9022"
"G52","UC9023"
"G21","UC9023"
"G3","UC9023"
"G12","UC9024"
"G53","UC9025"
"G40","UC9025"
"G22","UC9025"
"G46","UC9027"
"G49","UC9028"
"G61","UC9029"
"G57","UC9031"
"G4","UC9032"
"G60","UC9032"
"G66","UC9032"
"G36","UC9034"
"G60","UC9034"
"G30","UC9034"
"G38","UC9035"
"G68","UC9035"
"G46","UC9035"
"G7","UC9037"
"G36","UC9040"
"G31","UC9040"
"G25","UC9040"
"G67","UC9044"
"G31","UC9044"
"G64","UC9044"
"G2","UC9045"
"G20","UC9045"
"G22","UC9045"
"G14","UC9046"
"G69","UC9047"
"G46","UC9052"
"G34","UC9052"
"G22","UC9052"
"G55","UC9054"
"G68","UC9054"
"G40","UC9054"
"G23","UC9059"
"G48","UC9059"
"G7","UC9059"
"G58","UC9062"
"G52","UC9062"
"G39","UC9062"
"G54","UC9063"
"G61","UC9063"
"G19","UC9063"
"G64","UC9068"
"G61","UC9069"
"G11","UC9069"
"G50","UC9069"
"G44","UC9070"
"G19","UC9070"
"G12","UC9070"
"G54","UC9071"
"G70","UC9071"
"G20","UC9071"
"G32","UC9072"
"G57","UC9073"
"G50","UC9075"
"G27","UC9075"
"G39","UC9075"
"G20","UC9077"
"G61","UC9078"
"G43","UC9083"
"G36","UC9086"
"G58","UC9088"
"G30","UC9088"
"G25","UC9088"
"G32","UC9091"
"G41","UC9091"
"G26","UC9091"
"G9","UC9093"
"G29","UC9093"
"G32","UC9093"
"G49","UC9094"
"G40","UC9094"
"G43","UC9094"
"G53","UC9103"
"G65","UC9105"
"G27","UC9106"
"G3","UC9110"
"G16","UC9111"
"G22","UC9111"
"G35","UC9111"
"G36","UC9114"
"G61","UC9115"
"G22","UC9116"
"G1","UC9119"
"G33","UC9121"
"G8","UC9123"
"G47","UC9126"
"G67","UC9126"
"G10","UC9126"
"G52","UC9129"
"G46","UC9131"
"G21","UC9133"
"G46","UC9133"
"G6","UC9133"
"G32","UC9135"
"G8","UC9135"
"G9","UC9135"
"G58","UC9139"
"G39","UC9141"
"G68","UC9141"
"G66","UC9141"
"G21","UC9144"
"G8","UC9144"
"G41","UC9144"
"G63","UC9146"
"G13","UC9146"
"G37","UC9146"
"G36","UC9154"
"G67","UC9161"
"G58","UC9162"
"G54","UC9162"
"G62","UC9162"
"G64","UC9163"
"G42","UC9165"
"G49","UC9165"
"G47","UC9165"
"G58","UC9166"
"G39","UC9168"
"G35","UC9168"
"G54","UC9168"
"G27","UC9170"
"G33","UC9170"
"G18","UC9170"
"G4","UC9173"
"G66","UC9173"
"G34","UC9173"
"G4","UC9174"
"G69","UC9177"
"G63","UC9177"
"G51","UC9177"
"G16","UC9178"
"G68","UC9178"
"G70","UC9178"
"G51","UC9179"
"G14","UC9180"
"G47","UC9181"
"G63","UC9181"
"G57","UC9181"
"G19","UC9184"
"G18","UC9190"
"G10","UC9190"
"G22","UC9190"
"G38","UC9193"
"G8","UC9196"
"G68","UC9199"
"G40","UC9199"
"G9","UC9199"
"G14","UC9200"
"G48","UC9202"
"G26","UC9202"
"G28","UC9202"
"G45","UC9206"
"G33","UC9208"
"G20","UC9208"
"G13","UC9208"
"G36","UC9213"
"G3","UC9213"
"G22","UC9213"
"G43","UC9216"
"G52","UC9219"
"G46","UC9219"
"G38","UC9219"
"G3","UC9221"
"G32","UC9223"
"G48","UC9223"
"G14","UC9223"
"G60","UC9224"
"G27","UC9224"
"G45","UC9224"
"G62","UC9226"
"G49","UC9226"
"G58","UC9226"
"G17","UC9227"
"G9","UC9227"
"G2","UC9227"
"G15","UC9228"
"G30","UC9229"
"G24","UC9229"
"G28","UC9229"
"G29","UC9231"
"G51","UC9231"
"G23","UC9231"
"G14","UC9232"
"G53","UC9232"
"G49","UC9232"
"G17","UC9233"
"G11","UC9245"
"G15","UC9247"
"G69","UC9249"
"G50","UC9249"
"G20","UC9249"
"G45","UC9252"
"G60","UC9253"
"G25","UC9255"
"G40","UC9256"
"G11","UC9256"
"G15","UC9256"
"G59","UC9260"
"G52","UC9261"
"G3","UC9266"
"G27","UC9266"
"G15","UC9266"
"G23","UC9274"
"G56","UC9277"
"G26","UC9278"
"G9","UC9280"
"G18","UC9280"
"G44","UC9280"
"G25","UC9281"
"G16","UC9282"
"G60","UC9286"
"G15","UC9288"
"G16","UC9288"
"G61","UC9288"
"G44","UC9293"
"G48","UC9298"
"G9","UC9298"
"G65","UC9298"
"G29","UC9299"
"G67","UC9299"
"G64","UC9299"
"G22","UC9300"
"G4","UC9301"
"G34","UC9303"
"G60","UC9304"
"G50","UC9304"
"G23","UC9304"
"G38","UC9305"
"G55","UC9308"
"G42","UC9308"
"G18","UC9308"
"G62","UC9309"
"G35","UC9310"
"G52","UC9313"
"G42","UC9313"
"G15","UC9313"
"G58","UC9314"
"G9","UC9314"
"G12","UC9314"
"G19","UC9320"
"G69","UC9320"
"G3","UC9320"
"G41","UC9325"
"G2","UC9327"
"G21","UC9329"
"G69","UC9331"
"G62","UC9333"
"G48","UC9333"
"G10","UC9333"
"G70","UC9334"
"G40","UC9334"
"G51","UC9334"
"G1","UC9336"
"G47","UC9339"
"G16","UC9339"
"G64","UC9339"
"G56","UC9340"
"G69","UC9340"
"G66","UC9340"
"G41","UC9345"
"G68","UC9346"
"G53","UC9346"
"G26","UC9346"
"G31","UC9349"
"G43","UC9349"
"G66","UC9349"
"G47","UC9351"
"G40","UC9351"
"G60","UC9351"
"G12","UC9355"
"G27","UC9356"
"G58","UC9361"
"G55","UC9361"
"G28","UC9361"
"G24","UC9363"
"G23","UC9363"
"G45","UC9363"
"G16","UC9365"
"G49","UC9365"
"G3","UC9365"
"G33","UC9366"
"G23","UC9366"
"G19","UC9366"
"G19","UC9367"
"G27","UC9368"
"G7","UC9368"
"G12","UC9368"
"G45","UC9369"
"G59","UC9371"
"G26","UC9371"
"G6","UC9371"
"G40","UC9372"
"G35","UC9372"
"G41","UC9372"
"G70","UC9375"
"G1","UC9378"
"G43","UC9378"
"G64","UC9378"
"G23","UC9379"
"G20","UC9379"
"G15","UC9379"
"G54","UC9380"
"G68","UC9382"
"G7","UC9382"
"G8","UC9382"
"G63","UC9386"
"G14","UC9387"
"G54","UC9387"
"G65","UC9387"
"G58","UC9390"
"G39","UC9391"
"G2","UC9393"
"G62","UC9394"
"G43","UC9394"
"G63","UC9394"
"G19","UC9395"
"G45","UC9395"
"G67","UC9395"
"G41","UC9396"
"G54","UC9398"
"G12","UC9399"
"G42","UC9400"
"G30","UC9403"
"G6","UC9404"
"G35","UC9404"
"G30","UC9404"
"G11","UC9405"
"G17","UC9405"
"G35","UC9405"
"G37","UC9409"
"G5","UC9411"
"G41","UC9413"
"G27","UC9414"
"G58","UC9417"
"G16","UC9418"
"G25","UC9418"
"G27","UC9418"
"G42","UC9419"
"G69","UC9420"
"G25","UC9420"
"G12","UC9420"
"G61","UC9421"
"G4","UC9421"
"G54","UC9421"
"G64","UC9426"
"G7","UC9427"
"G43","UC9427"
"G55","UC9427"
"G24","UC9430"
"G5","UC9430"
"G4","UC9430"
"G28","UC9431"
"G26","UC9432"
"G10","UC9432"
"G6","UC9432"
"G36","UC9438"
"G34","UC9438"
"G16","UC9438"
"G55","UC9445"
"G41","UC9445"
"G11","UC9445"
"G5","UC9451"
"G70","UC9452"
"G59","UC9452"
"G40","UC9452"
"G30","UC9453"
"G47","UC9453"
"G20","UC9453"
"G16","UC9455"
"G36","UC9457"
"G13","UC9458"
"G40","UC9460"
"G63","UC9460"
"G64","UC9460"
"G30","UC9462"
"G43","UC9462"
"G20","UC9462"
"G35","UC9464"
"G31","UC9464"
"G8","UC9464"
"G41","UC9465"
"G28","UC9465"
"G10","UC9465"
"G25","UC9466"
"G52","UC9467"
"G56","UC9467"
"G38","UC9467"
"G68","UC9468"
"G34","UC9469"
"G19","UC9469"
"G1","UC9469"
"G11","UC9471"
"G44","UC9471"
"G1","UC9471"
"G24","UC9472"
"G28","UC9476"
"G11","UC9478"
"G33","UC9478"
"G13","UC9478"
"G3","UC9483"
"G14","UC9483"
"G22","UC9483"
"G50","UC9484"
"G35","UC9485"
"G10","UC9486"
"G2","UC9486"
"G45","UC9486"
"G69","UC9488"
"G49","UC9488"
"G14","UC9488"
"G13","UC9496"
"G67","UC9496"
"G31","UC9496"
"G51","UC9498"
"G53","UC9498"
"G36","UC9498"
"G25","UC9501"
"G46","UC9503"
"G22","UC9503"
"G18","UC9503"
"G30","UC9506"
"G50","UC9510"
"G48","UC9510"
"G33","UC9510"
"G8","UC9515"
"G19","UC9524"
"G32","UC9524"
"G43","UC9524"
"G3","UC9527"
"G25","UC9528"
"G33","UC9529"
"G57","UC9532"
"G63","UC9536"
"G11","UC9536"
"G26","UC9536"
"G70","UC9537"
"G56","UC9539"
"G52","UC9540"
"G50","UC9540"
"G37","UC9540"
"G22","UC9541"
"G33","UC9541"
"G40","UC9541"
"G58","UC9544"
"G15","UC9547"
"G52","UC9547"
"G35","UC9547"
"G35","UC9554"
"G31","UC9555"
"G19","UC9556"
"G30","UC9561"
"G61","UC9561"
"G39","UC9561"
"G67","UC9562"
"G70","UC9563"
"G58","UC9563"
"G44","UC9563"
"G3","UC9564"
"G38","UC9564"
"G61","UC9564"
"G50","UC9565"
"G3","UC9565"
"G32","UC9565"
"G11","UC9569"
"G43","UC9572"
"G26","UC9572"
"G10","UC9572"
"G56","UC9578"
"G6","UC9578"
"G49","UC9578"
"G52","UC9579"
"G59","UC9579"
"G4","UC9579"
"G25","UC9581"
"G6","UC9581"
"G58","UC9581"
"G47","UC9583"
"G58","UC9583"
"G13","UC9583"
"G47","UC9585"
"G12","UC9585"
"G42","UC9585"
"G12","UC9586"
"G6","UC9587"
"G69","UC9587"
"G40","UC9587"
"G45","UC9597"
"G28","UC9597"
"G23","UC9597"
"G33","UC9599"
"G18","UC9599"
"G8","UC9599"
"G54","UC9601"
"G52","UC9601"
"G45","UC9601"
"G26","UC9602"
"G62","UC9602"
"G64","UC9602"
"G23","UC9604"
"G53","UC9607"
"G33","UC9609"
"G55","UC9613"
"G57","UC9613"
"G49","UC9613"
"G36","UC9614"
"G60","UC9617"
"G70","UC9617"
"G51","UC9617"
"G14","UC9619"
"G38","UC9619"
"G10","UC9619"
"G5","UC9620"
"G50","UC9621"
"G9","UC9622"
"G36","UC9622"
"G23","UC9622"
"G17","UC9623"
"G25","UC9623"
"G70","UC9623"
"G51","UC9626"
"G31","UC9627"
"G47","UC9630"
"G55","UC9630"
"G29","UC9630"
"G29","UC9632"
"G12","UC9632"
"G41","UC9632"
"G16","UC9636"
"G34","UC9640"
"G33","UC9642"
"G12","UC9643"
"G4","UC9647"
"G10","UC9649"
"G4","UC9650"
"G64","UC9654"
"G24","UC9657"
"G22","UC9657"
"G20","UC9657"
"G23","UC9660"
"G28","UC9660"
"G21","UC9660"
"G1","UC9663"
"G25","UC9663"
"G38","UC9663"
"G20","UC9666"
"G9","UC9666"
"G31","UC9666"
"G37","UC9668"
"G12","UC9670"
"G49","UC9671"
"G23","UC9671"
"G53","UC9671"
"G40","UC9677"
"G21","UC9678"
"G46","UC9678"
"G16","UC9678"
"G15","UC9680"
"G44","UC9681"
"G7","UC9681"
"G70","UC9681"
"G39","UC9683"
"G55","UC9685"
"G30","UC9687"
"G10","UC9687"
"G36","UC9687"
"G6","UC9688"
"G12","UC9691"
"G62","UC9691"
"G43","UC9691"
"G14","UC9694"
"G42","UC9694"
"G19","UC9694"
"G1","UC9696"
"G38","UC9698"
"G39","UC9700"
"G13","UC9702"
"G45","UC9702"
"G61","UC9702"
"G57","UC9703"
"G47","UC9705"
"G36","UC9705"
"G29","UC9705"
"G42","UC9706"
"G51","UC9706"
"G50","UC9706"
"G66","UC9707"
"G4","UC9708"
"G59","UC9708"
"G39","UC9708"
"G4","UC9712"
"G69","UC9714"
"G13","UC9715"
"G20","UC9718"
"G23","UC9718"
"G17","UC9718"
"G22","UC9723"
"G6","UC9724"
"G55","UC9724"
"G21","UC9724"
"G29","UC9728"
"G11","UC9732"
"G57","UC9733"
"G33","UC9733"
"G67","UC9733"
"G2","UC9736"
"G63","UC9737"
"G12","UC9737"
"G48","UC9737"
"G63","UC9739"
"G1","UC9740"
"G19","UC9740"
"G37","UC9740"
"G22","UC9741"
"G40","UC9746"
"G8","UC9746"
"G10","UC9746"
"G15","UC9747"
"G27","UC9750"
"G32","UC9750"
"G44","UC9750"
"G57","UC9751"
"G69","UC9754"
"G41","UC9755"
"G17","UC9755"
"G37","UC9755"
"G31","UC9756"
"G63","UC9756"
"G15","UC9756"
"G27","UC9759"
"G68","UC9759"
"G16","UC9759"
"G1","UC9760"
"G70","UC9763"
"G38","UC9764"
"G23","UC9764"
"G20","UC9764"
"G50","UC9771"
"G20","UC9772"
"G9","UC9774"
"G34","UC9774"
"G17","UC9774"
"G18","UC9775"
"G68","UC9775"
"G21","UC9775"
"G40","UC9786"
"G62","UC9786"
"G16","UC9786"
"G34","UC9787"
"G40","UC9789"
"G41","UC9789"
"G26","UC9789"
"G67","UC9793"
"G36","UC9793"
"G4","UC9793"
"G17","UC9796"
"G34","UC9796"
"G4","UC9796"
"G38","UC9802"
"G49","UC9803"
"G64","UC9803"
"G28","UC9803"
"G42","UC9804"
"G61","UC9804"
"G19","UC9804"
"G25","UC9808"
"G30","UC9809"
"G16","UC9809"
"G31","UC9809"
"G9","UC9811"
"G50","UC9811"
"G28","UC9811"
"G14","UC9812"
"G12","UC9812"
"G35","UC9812"
"G14","UC9815"
"G64","UC9815"
"G45","UC9815"
"G58","UC9818"
"G2","UC9819"
"G2","UC9820"
"G61","UC9820"
"G63","UC9820"
"G15","UC9821"
"G66","UC9821"
"G38","UC9821"
"G53","UC9822"
"G13","UC9823"
"G37","UC9823"
"G63","UC9823"
"G57","UC9824"
"G47","UC9825"
"G37","UC9828"
"G22","UC9829"
"G6","UC9830"
"G48","UC9835"
"G19","UC9836"
"G52","UC9836"
"G1","UC9836"
"G1","UC9837"
"G33","UC9837"
"G8","UC9837"
"G11","UC9843"
"G58","UC9844"
"G64","UC9847"
"G66","UC9847"
"G13","UC9847"
"G33","UC9849"
"G3","UC9852"
"G14","UC9854"
"G24","UC9857"
"G33","UC9858"
"G68","UC9860"
"G46","UC9861"
"G62","UC9861"
"G44","UC9861"
"G16","UC9863"
"G32","UC9865"
"G52","UC9866"
"G23","UC9870"
"G32","UC9872"
"G34","UC9872"
"G50","UC9872"
"G8","UC9875"
"G45","UC9875"
"G60","UC9875"
"G38","UC9878"
"G28","UC9880"
"G43","UC9882"
"G35","UC9883"
"G27","UC9895"
"G54","UC9895"
"G23","UC9895"
"G47","UC9898"
"G20","UC9901"
"G64","UC9901"
"G48","UC9901"
"G56","UC9903"
"G43","UC9904"
"G8","UC9905"
"G19","UC9905"
"G10","UC9905"
"G30","UC9909"
"G17","UC9909"
"G34","UC9909"
"G43","UC9916"
"G64","UC9917"
"G33","UC9918"
"G36","UC9923"
"G66","UC9923"
"G38","UC9923"
"G14","UC9925"
"G39","UC9928"
"G27","UC9932"
"G3","UC9936"
"G55","UC9936"
"G2","UC9936"
"G27","UC9941"
"G58","UC9941"
"G50","UC9941"
"G52","UC9943"
"G32","UC9945"
"G9","UC9945"
"G41","UC9945"
"G12","UC9946"
"G20","UC9946"
"G32","UC9946"
"G57","UC9955"
"G7","UC9955"
"G9","UC9955"
"G65","UC9956"
"G63","UC9960"
"G43","UC9965"
"G20","UC9966"
"G65","UC9966"
"G11","UC9966"
"G58","UC9968"
"G6","UC9968"
"G50","UC9968"
"G60","UC9973"
"G42","UC9974"
"G9","UC9974"
"G43","UC9974"
"G55","UC9975"
"G64","UC9978"
"G60","UC9978"
"G16","UC9978"
"G57","UC9980"
"G9","UC9983"
"G46","UC9983"
"G21","UC9983"
"G34","UC9993"
"G54","UC9993"
"G7","UC9993"
"G30","UC9994"
"G26","UC9994"
"G67","UC9994"
"G63","UC9995"
"G31","UC9997"
"G6","UC9997"
"G3","UC9997"
"G26","UC9998"
"G31","UC10000"
"G9","UC10000"
"G52","UC10000"
