"USECASESTEPID","STEPDESCRIPTION"
"UseCaseStep2267","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2268","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2269","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2270"," "
"UseCaseStep2271","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2272","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2273","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2274","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2275"," "
"UseCaseStep2276","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2277","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2278","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2279","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2280"," "
"UseCaseStep2281","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2282","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2283","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2284","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2285"," "
"UseCaseStep2286","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2287","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2288","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2289","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2290"," "
"UseCaseStep2291","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2292","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2293","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2294","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2295"," "
"UseCaseStep2296","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2297","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2298","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2299","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2300"," "
"UseCaseStep2301","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2302","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2303","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2304","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2305"," "
"UseCaseStep2306","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2307","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2308","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2309","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2310"," "
"UseCaseStep2311","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2312","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2313","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2314","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2315"," "
"UseCaseStep2316","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2317","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2318","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2319","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2320"," "
"UseCaseStep2321","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2322","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2323","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2324","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2325"," "
"UseCaseStep2326","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2327","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2328","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2329","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2330"," "
"UseCaseStep2331","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2332","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2333","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2334","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2335"," "
"UseCaseStep2336","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2337","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2338","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2339","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2340"," "
"UseCaseStep2341","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2342","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2343","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2344","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2345"," "
"UseCaseStep2346","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2347","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2348","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2349","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2350"," "
"UseCaseStep2351","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2352","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2353","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2354","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2355"," "
"UseCaseStep2356","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2357","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2358","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2359","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2360"," "
"UseCaseStep2361","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2362","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2363","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2364","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2365"," "
"UseCaseStep2366","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2367","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2368","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2369","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2370"," "
"UseCaseStep2371","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2372","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2373","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2374","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
"UseCaseStep2375"," "
"UseCaseStep2376","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr."
"UseCaseStep2377","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft"
"UseCaseStep2378","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)"
"UseCaseStep2379","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir."
